eng_id,eng_sen,spa_id,spa_sen,audio_id
10109808,Tom works for a pharmaceutical company.,10112808,Tom trabaja en una empresa farmacéutica.,862693
10109811,Tom made tomato sauce from scratch.,10112807,Tom hizo salsa de toma de cero.,862694
10109812,Is tomato sauce healthy?,10112806,¿La salsa de tomate es saludable?,862695
10109813,Tom made meatloaf.,10112805,Tom hizo pastel de carne.,862696
10109814,This meatloaf is amazing. How did you make it?,10112804,Este pastel de carne es increíble. ¿Cómo lo has hecho?,862697
10109817,Can you send me your meatloaf recipe?,10112803,¿Puedes enviarme tu receta de pastel de carne?,862698
10109823,The news was startling.,10112798,La noticia fue asombrosa.,862699
10109824,Tom is about to make a startling discovery.,10112794,Tom está a punto de hacer un descubrimiento sorprendente.,862700
10109843,Nothing is unbreakable.,10112787,Nada es irrompible.,862701
10109849,Tom and Mary share some interests.,10112786,Tom y Mary comparten algunos intereses.,862702
10109850,Tom and Mary have some interests in common.,10112782,Tom y Mary tienen algunos intereses en común.,862703
10109851,Tom and Mary have some common interests.,10112782,Tom y Mary tienen algunos intereses en común.,862704
10110472,I don't know what day it is.,10655764,No sé en qué día estamos.,865011
10110944,Tom hates going to the gym.,10112246,Tom odia ir al gimnasio.,865038
10110957,Can I see your receipt?,10111005,¿Puedo ver tu recibo?,865042
10110958,I still haven't received your letter.,2511824,Aún no he recibido tu carta.,865043
10110959,I had a similar reaction.,10111003,Tuve una reacción similar.,865044
10112165,The bowl is filled with milk.,11516034,El cuenco está lleno de leche.,864967
10112468,I left my book here and now it's gone.,11835945,Dejé mi libro aquí y ahora ya no está.,864986
10118263,I'm trans.,10119540,Soy transgénero.,1099784
10118264,I'm transgender.,10119540,Soy transgénero.,1113418
10118265,I'm asexual.,10119508,Soy asexual.,1099789
10118268,I'm pansexual.,10051496,Soy pansexual.,1110099
10121845,Tom is an anthropomorphic cat.,10121847,Tom es un gato antropomórfico.,1130485
10121850,Tom has an abscessed tooth.,10123031,Tom tiene un flemón dental.,866134
10121852,"My name cannot be pronounced by Earthlings, but you may call me Tom.",10121870,"Los terrícolas no pueden pronunciar mi nombre, pero me pueden llamar Tom.",868670
10123257,The order was obeyed.,10156206,La orden fue obedecida.,869082
10128047,Nobody knows where Tom is buried.,10153940,Nadie sabe dónde está sepultado Tom.,867769
10139333,My cats love me.,10139353,Mis gatos me quieren.,871477
10141649,Tom turned his cellphone off.,10211559,Tom apagó su móvil.,880319
10141652,Tom threw a pebble at Mary's bedroom window.,10211672,Tom tiró un guijarro a la ventana del dormitorio de Mary.,880320
10142070,The lock's broken.,697346,El candado está roto.,889343
10143768,That looks like it takes a lot of skill.,10783557,Parece que se necesita mucha habilidad.,875143
10147218,I'd like to cancel my subscription.,12857222,Me gustaría anular mi subscripción.,875080
10147237,My account got banned.,11967724,Me banearon la cuenta.,874569
10147238,My account was suspended.,11967726,Me suspendieron la cuenta.,874570
10152111,Are the windows open?,10165570,¿Están abiertas las ventanas?,874529
10152493,Were there a lot of people at the party?,10492025,¿Había mucha gente en la fiesta?,875026
10153017,That doesn't sound healthy.,10157997,Eso no suena saludable.,874466
10157667,Is Cookie a hamster or a gerbil?,10178550,¿Cookie es un hámster o un jerbo?,876633
10159631,There's some paint in the garage.,10490120,En el garaje hay pintura.,874978
10161788,Tom loves turnips.,10198468,A Tom le encantan los rábanos.,877777
10161790,Tom ate a turnip.,10198471,Tom se comió un rábano.,877778
10161792,Tom eats turnips raw.,10198473,Tom se come los rábanos crudos.,877779
10161793,Tom grows turnips.,10198470,Tom cultiva rábanos.,877780
10164624,I scoured the Internet for information about the case.,11264459,Busqué información sobre el caso en Internet.,877706
10164633,Scour the pan.,10168154,Friega la sartén.,877945
10164654,Don't exacerbate the problem.,10168151,No agraves el problema.,877946
10164856,I'm hauling produce.,10901433,Estoy acarreando productos agrícolas.,877728
10164858,The video cameras are mainly there to deter thieves.,10202003,Las videocámaras están principalmente para disuadir a los ladrones.,877729
10164875,Input your name.,10168141,Introduce tu nombre.,877947
10164876,Input your email address.,10168138,Introduce tu dirección de email.,877948
10164896,Do you like ginger?,10198838,¿Te gusta el jengibre?,877646
10164898,I hate the taste of ginger.,10198848,Odio el sabor del jengibre.,877648
10164928,The airbags failed to deploy.,10226856,No saltaron los airbags.,877654
10164933,Check the itinerary.,10168137,Comprueba el recorrido.,877949
10164936,This valve needs to be replaced.,10471923,Hay que cambiar esta válvula.,877655
10169061,You make the world better by being in it.,10196628,Mejoras el mundo al estar en él.,877609
10196139,"Dude, trust me.",10543003,"Amigo, créeme.",880193
10205667,Watch out for the cat.,10275016,Cuidado con el gato.,886992
10209157,Should I stay?,10209158,¿Me quedo?,882998
10209168,Stay home. I'll be right there.,10209175,"Quédate en casa, pronto llego.",883001
10211194,Tom can't stay mad forever.,10218305,Tom no puede seguir enfadado para siempre.,885524
10216610,Don't step on the snake.,10216651,No pise la serpiente.,885567
10231150,"Once you turn 16, you can get your learner's permit.",10237999,"Una vez que cumples dieciséis, puedes obtener tu permiso de aprendizaje.",889673
10231159,Driving alone or without a licensed adult is grounds for having your learner's permit revoked.,10237996,Conducir solo o sin un adulto con permiso de conducir es motivo para revocar su permiso de aprendizaje.,889674
10231191,Execution by lethal injection is inhumane.,10237986,La ejecución mediante inyección letal es inhumana.,889676
10231213,This prison only performs executions by lethal injection.,10237984,Esta cárcel solo realiza ejecuciones mediante inyección letal.,889677
10231314,Is execution by lethal injection unconstitutional?,10237981,¿Es inconstitucional la ejecución mediante inyección letal?,889678
10232133,My wife had terrible morning sickness during her first pregnancy.,10237980,Mi esposa tuvo unas terribles náuseas matutinas durante su primer embarazo.,889679
10233174,"Before becoming a famous actor, Tom worked as a personal trainer.",10237969,"Antes de ser un actor famoso, Tom trabajó de entrenador personal.",889686
10233176,"Tom worked as a PE teacher, not a personal trainer.",10237968,"Tom trabajó de profesor de educación física, no de entrenador personal.",889687
10233179,"I only use pens, but I still have a pencil sharpener in my backpack for some reason.",10237966,"Solo uso bolígrafos, pero aún tengo un sacapuntas en mi mochila por algún motivo.",889688
10233188,Tom opened the pencil sharpener and emptied the shavings out into the trash.,10237964,Tom abrió el sacapuntas y tiró las virutas en la papelera.,889689
10233189,How did people sharpen their pencils before the invention of the pencil sharpener?,10237960,¿Cómo se afilaban los lápices antes de la invención del sacapuntas?,889690
10233192,One of the benefits of using mechanical pencils is that you don't need to use a pencil sharpener.,10237959,Uno de los beneficios de usar portaminas es que no necesitas utilizar sacapuntas.,889691
10233194,The teacher kept an electric pencil sharpener in the classroom for when students needed to sharpen their pencils.,10237956,El maestro tenía un sacapuntas eléctrico en la clase para cuando los alumnos necesitaran afilar sus lápices.,889692
10233204,That medication isn't sold over the counter.,10237953,Ese medicamento no se vende sin receta.,889693
10234001,Trans women are women.,10584358,Las mujeres transgéneros son mujeres.,1099740
10234002,Trans men are men.,10584359,Los hombres transgéneros son hombres.,1099783
10234334,Tom jumped over the counter to steal money from the cash register.,10237952,Tom saltó sobre el mostrador para robar dinero de la caja registradora.,889694
10234339,Are antibiotics sold over the counter in your country?,10237950,¿Se venden antibióticos sin receta en tu país?,1105848
10234389,"I only drink whole milk, because two-percent and skim milk taste watered-down.",10237947,"Solo bebo leche entera, porque la semidesnatada y la desnatada me saben aguadas.",889697
10236662,Tom lifted the barbell over his head with ease.,10237944,Tom levantó la haltera sobre su cabeza con facilidad.,889703
10236663,The weights were so heavy that the barbell started to bend.,10237943,Los discos eran tan pesados que la barra empezó a doblarse.,889704
10236664,How much does this barbell weigh without any weights added?,10237939,¿Cuánto pesa esta barra sin añadir ningún peso?,889705
10236665,Tom and Mary played leapfrog.,10237933,Tom y Mary jugaron a la pídola.,889706
10243728,What did you do with the spatula?,10243738,¿Qué has hecho con la espátula?,895504
10243730,Let's talk shop.,10243742,Hablemos de negocios.,895506
10243773,Remember to eat lots of bran.,10243775,Recuerda tomar mucha fibra.,895507
10245827,I've been eating a lot of mushrooms lately.,10246080,He estado comiendo muchos champiñones recientemente.,895318
10247758,The list was handwritten.,10274529,La lista está manuscrita.,895331
10247759,I can't make out what letter this is supposed to be.,10274528,No puedo distinguir qué letra debe ser esta.,895332
10247761,Your handwriting is terrible.,10274527,Tu caligrafía es terrible.,895333
10247765,We'll be in touch with you soon.,10274526,Estaremos pronto en contacto contigo.,895334
10247766,Send me a copy of the report.,10274525,Mándame una copia del informe.,895335
10249064,People aren't rational.,10274598,La gente no es racional.,895289
10257349,The grass is wet.,10274508,La hierba está mojada.,896556
10257437,How deep is the pool?,10274507,¿Cuán profunda es la piscina?,896557
10263006,I told you where to go.,10274463,Te dije adonde ir.,896607
10264908,It's no longer moving.,10274450,Ya no se mueve.,896636
10264910,I couldn't find where it was.,10274449,No pude encontrar dónde estaba.,896637
10264925,I live far away from here.,10274448,Vivo lejos de aquí.,896638
10264928,I need to buy something from the store on the way back.,10274447,Necesito comprar algo en la tienda en el camino de vuelta.,896639
10264929,Can you drop me off here?,10274446,¿Puedes dejarme aquí?,896640
10264931,My feet are warm.,10274445,Mis pies están calientes.,896641
10264933,Hand me the scissors.,10274444,Pásame las tijeras.,896642
10264934,I'm taking your wallet.,10274442,Me llevo tu billetera.,896643
10264935,The book is dusty.,10273430,El libro está polvoriento.,896644
10264936,Tom has told me everything about you.,10273429,Tom me ha dicho todo sobre ti.,896645
10264937,"So, you and Tom are pretty close friends, huh?",10273428,"Así que Tom y tú sois amigos muy próximos, ¿eh?",896646
10264938,How do you two know Tom?,10273427,¿Cómo conocéis vosotros dos a Tom?,896647
10264940,I used to work with Tom back at my old job.,10273426,Trabajaba con Tom en mi antiguo trabajo.,896648
10264941,We weren't very close.,10273424,No éramos muy cercanos.,896649
10268247,There's a cave on the promontory.,10268249,Hay una cueva en el promontorio.,901510
10268850,Ow! My neck!,10268856,¡Ay! ¡Mi cuello!,899962
10269818,I hate bureaucracy.,10289354,Odio la burocracia.,901089
10279395,Dogs are fun.,10281385,Los perros son divertidos.,901112
10279420,Take your medication.,10281384,Toma tu medicación.,901113
10279421,It's time to take your medication.,10281383,Es hora de tomarte la medicación.,901114
10279423,Tom's cats love me.,10281382,Los gatos de Tom me quieren.,901115
10282083,Your keyboard is filthy.,10490142,Vuestro teclado está sucio.,901235
10288749,Why don't we drive up there?,10288761,¿Por qué no vamos en coche hasta allí?,903203
10289254,I can't afford an expensive apartment.,10289257,No me puedo permitir un apartamento caro.,903225
10289271,Please enter your password.,10871238,"Por favor, introduzca su contraseña.",903228
10289310,Buy me the red one.,10289311,Cómprame el rojo.,903229
10290203,Trans rights are human rights.,10290221,Los derechos trans son derechos humanos.,1099770
10290311,A better world is possible.,10376568,Un mundo mejor es posible.,906274
10309034,Most Jews have brown eyes.,10311801,La mayoría de los judíos tienen los ojos marrones.,909423
10311965,I don't hear the phone when I'm asleep.,10349005,No oigo el teléfono cuando estoy durmiendo.,909430
10314793,My cat loves licking people.,11119293,A mi gato le encanta lamer a las personas.,908279
10317504,I'm still bisexual.,10317507,Todavía soy bisexual.,1114107
10317655,People lie.,11636942,La gente miente.,909124
10327460,I wasn't born on Earth.,10327496,No nací en la Tierra.,911076
10333821,Tom picks his nose.,10789974,Tom se pica la nariz.,912468
10348421,Take what you need and give what you can.,10348994,Toma lo que necesites y da lo que puedas.,923371
10354566,That's an exaggeration.,10354574,Eso es una exageración.,922020
10354602,Not all Jews speak Hebrew.,10354617,No todos los judíos hablan hebreo.,1140652
10359333,My muscles ache.,13009337,Me duelen los músculos.,917783
10361983,The gate was locked.,10361990,La verja estaba cerrada con llave.,922056
10362014,It doesn't look expensive.,10488003,No se ve caro.,922059
10362015,There's nothing in my wallet.,10362326,No hay nada en mi billetera.,923066
10363147,I learned French.,10363349,Aprendí francés.,922061
10383481,"What's this scar from? ""I don't want to talk about it.""",10460804,"¿Cómo cogiste este cicatriz? ""No quiero hablar de eso.""",1105734
10450965,We don't want a war.,12120463,No queremos guerra.,924690
10455264,That's not a common collocation in French.,10911347,Esa no es una colocación usual en francés.,947161
10478542,How many holes are there in a straw?,10510093,¿Cuántos agujeros hay en un popote?,930960
10503042,It's unfortunate that dogs and cats don't live as long as humans.,10504085,Qué pena que los perros y gatos no vivan tanto como los humanos.,934595
10510387,I love birds.,10541614,Me encantan los pájaros.,938855
10517804,Do you mind if I smoke a cigarette?,10517809,¿Le importa que fume un cigarro?,1115399
10521433,"I can take care of myself, Tom.",10521482,"Me puedo cuidar yo mismo, Tom.",939673
10530575,Happy Friday!,10530712,¡Feliz viernes!,1115407
10549854,I love monkeys.,11768057,Me encantan los monos.,945151
10609962,I'm feeling weak.,5621642,Me siento débil.,972362
10610135,Tom farted.,11196157,Tom ha soltado un pedo.,972365
10620077,I've figured out the truth.,966492,Descubrí la verdad.,975250
10622736,Are you Jewish?,10696392,¿Eres judío?,1112827
10629518,Arm yourself.,11601134,Ármate.,984052
10629519,Arm yourselves.,11601133,Ármense.,984053
10646983,That's something I'll never understand.,10646985,Eso es algo que nunca lograré entender.,990723
10658832,Tom ate the last one.,10658838,Tom se comió el último.,995818
10689024,Ukraine's president is Jewish.,10689042,El presidente de Ucrania es judío.,1129415
10719697,I guess that's what's important.,10915564,Supongo que eso es lo importante.,1014596
10721708,Birds aren't real.,10723127,Los pájaros no son reales.,1111758
10743199,Don't forget to set your clocks back an hour.,11835322,No te olvides de atrasar tus relojes una hora.,1022127
10775010,The key broke off in the lock.,11836152,La llave se rompió dentro de la cerradura.,1027881
10794075,Don't tell anyone I told you.,11835936,No digas a nadie que te lo he dicho.,1031117
10795653,The cashier scanned the barcode.,11664384,El cajero escaneó el código de barras.,1039429
10832809,"If any of this information gets out to the public, we're toast.",11988843,"Si cualquier parte de esta información llega al público, estamos jodidos.",1039255
10923879,I don't have the energy for that.,10993780,No tengo la energía para eso.,1047832
10946245,I am going to become the Joker.,10963959,Me voy a hacer el Joker.,1112839
10979796,We don't have to talk about Tom.,10993735,No tenemos que hablar de Tom.,1052897
10990064,How many cats is too many?,10992608,¿Cuántos gatos son demasiados?,1052317
11009653,This is my favorite channel.,11009658,Este es mi canal favorito.,1054507
11018580,There used to be a garden here.,11020828,Antes había un jardín aquí.,1057397
11021167,Which one of us is making dinner tonight?,11023946,¿Quién de nosotros va a hacer la cena esta noche?,1056949
11021325,Do you want Chinese food?,11037652,¿Quieres comida china?,1056939
11021396,I saw a lightning bolt.,11037596,Vi un rayo.,1056906
11021674,What makes a flame blue?,11037607,¿Qué hace que una llama sea azul?,1056909
11034514,Please do what's necessary.,11387768,"Por favor, haga lo que sea necesario",1062076
11043450,Tom usually doesn't do that in front of people he doesn't know.,11043458,Tom no suele hacer eso enfrente de gente que no conoce.,1063988
11044155,We're all gay furries here.,12413725,Aquí todos somos furros gays.,1099806
11044185,Choose wisely.,11044191,Escoge sabiamente.,1062021
11053324,Yes... ha ha ha... yes!,11591123,¡Sí... ja ja ja... sí!,1111769
11065120,I think Tom believes his own lies.,12400214,Creo que Tom cree sus propias mentiras.,1064252
11073298,That's not weed.,11075584,Eso no es hierba.,1111740
11076328,Why is the universe the way it is?,11076965,¿Por qué es así el universo?,1064912
11076785,Weed is legal in New York.,11581304,La hierba es legal en Nueva York.,1111723
11076961,You are not safe from Ohio.,11076973,No estás a salvo de Ohio.,1110080
11089822,Buy a gun.,11089847,Compra una pistola.,1065682
11097580,I just lost all respect for Tom.,11097587,Acabo de perder todo mi respeto a Tom.,1068767
11111166,A real Canadian would never do such a thing.,11112009,Un canadiense de verdad nunca haría algo así.,1073134
11112102,It doesn't have to be one or the other.,11112240,No tiene que ser el uno o el otro.,1073105
11112543,Tom smokes crack.,11146623,Tom fuma crack.,1073155
11112911,My sibling is nonbinary.,12751655,Mi hermane es no binarie.,1099728
11113526,Ten of the first twelve U.S. Presidents owned slaves.,11113551,"De los primeros doce presidentes de los EE.UU., diez tuvieron esclavos.",1071582
11118846,I don't understand why Tom would lie about something so silly.,11118852,No entiendo por qué Tom mentiría sobre algo tan insignificante.,1071744
11120250,Tom can't parallel park.,11146010,Tom no sabe aparcar en línea.,1071785
11128203,You hate Biden because he's a socialist. I hate Biden because he's not a socialist. We are not the same.,11128208,Tú odias a Biden porque es socialista. Yo odio a Biden porque no es socialista. No somos lo mismo.,1110047
11166873,I don't feel safe in my own home.,11167016,No me siento seguro en mi propia casa.,1083492
11174652,Escape is impossible.,11715917,La huida es imposible.,1082354
11185131,It's my party.,11187299,Es mi fiesta.,1086001
11216014,Tom turns into a wolf at every full moon.,11216022,Tom se convierte en lobo en cada luna llena.,1090381
11217540,I think about you every time I listen to this song.,12342861,Pienso en ti cada vez que escucho esta canción.,1085935
11218213,How spooky!,11838718,¡Qué espeluznante!,1091041
11236498,I rented a tux for a wedding.,11835941,Alquilé un esmoquin para una boda.,1086214
11236514,"Don't you think it's a bit early to be talking about getting married? I mean, you guys just started dating.",11236535,"¿No creen que es muy temprano para estar pensando en casarse? Digo, apenas comenzaron a salir.",1086320
11266911,Dogs chew on things.,11690549,Los perros mastican cosas.,1090974
11312939,Tom is learning kung fu.,11313217,Tom está aprendiendo kung-fu.,1087682
11312943,Tom is learning karate.,11313216,Tom está aprendiendo karate.,1110042
11312947,Tom is learning aikido.,11313215,Tom está aprendiendo aikido.,1110076
11312950,Tom is learning judo.,11313212,Tom está aprendiendo judo.,1110079
11315151,These are counterfeit bills.,11472743,Estos billetes son falsos.,1088335
11329502,Who's to say one is worse than the other?,11352093,¿Quién sabe si uno es peor que el otro?,1087426
11347739,I've never swum in the Pacific before.,11349090,Nunca he nadado en el Pacífico antes.,1087338
11349043,Don't be afraid to be wrong.,475350,No tengas miedo de equivocarte.,1087278
11357803,How'd you sleep?,9359196,¿Qué tal has dormido?,1087210
11364213,I'm sorry to have disappointed you.,12400146,Perdón por haberte decepcionado.,1087100
11364307,I'm a neurodivergent furry.,11370534,Soy un furry neurodivergente.,1115052
11394045,Just try and make me.,11394339,"Y bueno, obligame.",1086941
11394065,That was an awful thing to say.,11394335,Eso que dijiste fue terrible.,1086936
11448771,"I've gone through a lot, but I had a privileged upbringing.",11465030,"He pasado por mucho, pero tuve una crianza privilegiada.",1088282
11451264,This must be a dream.,12148697,Esto debe ser un sueño.,1087953
11451287,Protect trans kids.,11451387,Protejan a los niños transgéneros.,1099794
11451339,The trans suicide rate decreases substantially with family and community support.,12401021,La tasa de suicidio trans disminuye considerablemente con el apoyo de la familia y de la comunidad.,1113389
11451409,The way reactionaries are making queer kids feel right now is unconscionable.,12055950,"Es inaceptable lo que sienten los niños ""queer"" por culpa de los reaccionarios.",1113465
11462663,You don't have to like me.,11462773,No tengo que gustarte.,1088269
11479249,Is everything alright?,608635,¿Todo está bien?,1249392
11480569,I'm not interested in cis men.,12413723,No me interesan los hombres cisgéneros.,1099809
11499453,Life is struggle.,6684746,Vivir es luchar.,1089327
11535617,Everything in the universe is either a potato or not a potato.,12413727,Todo en el universo es o no es una papa.,1099994
11538745,I've had it up to here with Tom.,12857452,Ya estoy harta de Tom.,1090863
11561187,"Yes, I've always been queer.",12413729,"Sí, siempre he sido queer.",1099834
11566015,Snape kills Dumbledore.,11600551,Snape mata a Dumbledore.,1099917
11574224,It's three.,2717724,Son las tres.,1091641
11576518,Mercury is also known as quicksilver.,11606339,El mercurio es también conocido como azogue.,1095059
11578106,Become ungovernable.,11580332,Vuélvete ingobernable.,1099968
11578138,We've got cats.,11975181,Tenemos gatos.,1095083
11580429,Do all birds fly?,11672515,¿Todas las aves vuelan?,1095091
11593004,You can't change what happened to you.,11692461,No puedes cambiar lo que te pasó.,1094980
11595441,That's how it looks to me.,11702452,Así me parece.,1095016
11620723,Why is there something instead of nothing?,11630577,¿Por qué hay algo en lugar de nada?,1129395
11633317,Homeless people are our neighbors.,11633426,Las personas sin hogar son nuestros vecinos.,1129424
11667846,Trans people should arm themselves.,11695218,Las personas trans se deberían armar.,1099807
11672335,Grab a shovel and start digging.,11672439,Coge una pala y empieza a cavar.,1098413
11688047,A motorcycle is the best way to get around here.,11835927,El mejor modo para moverse por aquí es una moto.,1101447
11688158,Where do we stand?,11838713,¿Dónde nos ponemos?,1099579
11690561,Every cat is unique.,11690842,Cada gato es único.,1110064
11695663,Don't touch the thermostat.,11736050,No toques el termostato.,1101501
11745472,My life has changed for the better.,11745492,Mi vida ha cambiado a mejor.,1106148
11745491,"So, when's the wedding?",11745494,"Entonces, ¿cuándo es la boda?",1106097
11763193,Birds are dinosaurs.,12895734,Los pájaros son dinosaurios.,1129376
11790272,Is it true that Elon Musk is a pedophile?,11988738,¿Es verdad que Elon Musk es un pedófilo?,1114958
11807946,Blasphemy is a human right.,11807964,La blasfemia es un derecho humano.,1114963
11848245,Some baby birds are ugly.,11848253,Algunas crías de pájaro son feas.,1120935
11881648,Boston isn't far.,11883139,Boston no está lejos.,1128513
11908314,I've heard it all.,1541063,Lo he oído todo.,1128771
11908723,I like cats and cats like me.,11917927,me gustan los gatos y los gatos gustan de mí.,1128817
11986059,It's not necessary that you do it.,1137138,No es necesario que tú hagas eso.,1141040
11992024,I've got brown eyes.,9672917,Tengo ojos marrones.,1140077
11998061,Why do pigs like mud?,12000402,¿Por qué a los cerdos les gusta el barro?,1141261
11998685,These are too hot.,11998703,Estos son demasiado calientes.,1140094
12042398,"Joe Biden is a conservative, all the Republican candidates are reactionaries, and the left is not a significant force in American politics.",12043530,"Joe Biden es conservativo, todos los candidatos republicanos son reaccionarios, y la izquierda no es una fuerza significante en la política de los EE.UU.",1152985
12065626,I need to assess the damage.,13002157,Necesito evaluar el daño.,1143386
12071467,Iron's atomic number is 26.,338239,El número atómico del hierro es 26.,1144024
12112953,Ticks are arachnids.,12116029,Las garrapatas son arácnidos.,1153921
12131506,What do you value?,12400228,¿Qué valoras?,1154195
12131508,What's the most important thing to you?,12131639,¿Qué es lo más importante para ti?,1154196
12149134,What's something you wouldn't change about yourself?,12380086,¿Qué es algo que no cambiarías de ti mismo?,1157610
12149137,What brings you comfort?,12380083,¿Qué te hace sentir cómodo?,1157612
12149139,What makes you feel safe?,12380081,¿Qué te hace sentir seguro?,1157614
12149140,What makes you feel unsafe?,12380080,¿Qué te hace sentir inseguro?,1157615
12150624,You aren't just a trauma victim; you're a survivor.,12380069,"No solo eres víctima de trauma, eres sobreviviente.",1247276
12150868,We do better when we help each other.,12380049,Nos va mejor cuando todos nos ayudamos.,1157700
12154353,The light's green.,2590815,El semáforo está en verde.,1158224
12361558,I need new clothes.,12915254,Necesito nueva ropa.,1192849
12378905,Stainless steel is shiny.,12379075,El acero inoxidable es brillante.,1198990
12424704,We've still got some lasagna left.,12443186,Todavía nos queda un poco de lasaña.,1201164
12432390,A sonnet is a kind of poem.,12443175,Un soneto es un tipo de poema.,1201227
